Project,Hole,From_m,To_m,Bedding_Confidence,Bedding_Style,Bedding_Bed_Thickness,Bedding_Younging_Direction,Bedding_Angle_TCA,Bedding_Cleavage_Angle,Fabric1_Feature,Fabric1_Confidence,Fabric1_Intensity,Fabric1_Angle_TCA,Fabric2_Feature,Fabric2_Confidence,Fabric2_Intensity,Fabric2_Angle_TCA,Comments,Relog,Logger,Timestamp
GCL,KAD17-032,196.45,199.5,,,,,,,FLT,HIGH,4,,,,,,,0,Tupper,6/24/2017
GCL,KAD17-032,199.5,220.05,,,,,,,FOL,MOD,2,60,,,,,TCA from 55-65,0,Tupper,6/24/2017
GCL,KAD17-032,220.05,222.7,MOD,LAM,THIN,UP,,,,,,,,,,,younging direction questionable.,0,Tupper,6/24/2017
GCL,KAD17-032,222.7,227.95,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,6/25/2017
GCL,KAD17-032,227.95,234,MOD,LAM,THIN,,35,PLL,,,,,,,,,,0,Tupper,6/25/2017
GCL,KAD17-032,234,276.75,,,,,,,FOL,LOW,2,60,,,,,,0,Tupper,6/25/2017
GCL,KAD17-032,276.75,291.41,,,,,,,FOL,MOD,2,40,,,,,,0,Tupper,6/26/2017
GCL,KAD17-032,291.41,351.05,,,,,,,FOL,HIGH,3,40,,,,,,0,Tupper,6/27/2017
GCL,KAD17-032,351.05,375.71,,,,,,,FOL,MOD,2,60,,,,,,0,Tupper,6/27/2017
GCL,KAD17-032,375.71,385.46,,,,,,,FOL,MOD,3,45,,,,,,0,Tupper,6/27/2017
GCL,KAD17-032,385.46,403.88,MOD,LAM,THIN,DOWN,60,PLL,,,,,,,,,,0,Tupper,6/27/2017
GCL,KAD17-032,403.88,413.25,,,,,,,FOL,MOD,2,60,,,,,,0,Tupper,6/27/2017
GCL,KAD17-032,413.25,429,HIGH,LAM,THIN,DOWN,60,PLL,,,,,,,,,loading structures (flame) indicate downhole younging.,0,Tupper,6/27/2017
GCL,KAD17-033,6,19,,,,,,,FOL,MOD,3,45,,,,,Moderate pervasive foliation,0,Unknown,6/25/2017
GCL,KAD17-033,19,31.13,,,,,,,FOL,MOD,4,50,,,,,Strong fabric/veining.  Ductile deformation.  Rotated veins.  Boudins/clots of qz-cb-calcite.,0,Unknown,6/25/2017
GCL,KAD17-033,31.13,68,,,,,,,FOL,LOW,1,50,,,,,,0,Unknown,6/25/2017
GCL,KAD17-033,68,73.47,,,,,,,FOL,MOD,3,,,,,,,0,Unknown,6/25/2017
GCL,KAD17-033,73.47,89.82,,,,,,,FOL,MOD,1,50,,,,,,0,Unknown,6/26/2017
GCL,KAD17-033,89.82,92.11,MOD,MSV,MED,,50,,,,,,,,,,,0,Robinson,6/26/2017
GCL,KAD17-033,92.11,101.84,,,,,,,FOL,MOD,2,50,,,,,,0,Robinson,6/26/2017
GCL,KAD17-033,101.84,114,,,,,,,FOL,MOD,3,40,,,,,,0,Robinson,6/26/2017
GCL,KAD17-033,114,141,,,,,,,FOL,MOD,3,50,,,,,Weak to moderate foliation.  Pervasive.,0,Robinson,6/26/2017
GCL,KAD17-033,141,163,,,,,,,FOL,MOD,2,50,,,,,,0,Robinson,6/26/2017
GCL,KAD17-033,163,216.65,,,,,,,FOL,MOD,3,45,,,,,,0,Robinson,6/27/2017
GCL,KAD17-033,216.65,221.55,,,,,,,FOL,MOD,4,50,,,,,,0,Robinson,6/27/2017
GCL,KAD17-033,221.55,226.62,,,,,,,FOL,MOD,3,55,,,,,,0,Robinson,6/27/2017
GCL,KAD17-033,226.62,234.2,,,,,,,FOL,MOD,4,35,,,,,,0,Robinson,6/27/2017
GCL,KAD17-033,234.2,244.15,,,,,,,FOL,LOW,2,,,,,,Foliation is variable throughout interval.  Top of interval is almost parallel to core axis.  Angle increases to ~40 degrees at base,0,Robinson,6/27/2017
GCL,KAD17-033,244.15,252.53,,,,,,,FOL,MOD,3,50,,,,,Foliation approx 50 degrees to core axis.,0,Robinson,6/27/2017
GCL,KAD17-033,252.53,256,,,,,,,FOL,LOW,1,,,,,,weak  foliation,0,Robinson,6/27/2017
GCL,KAD17-033,256,282.6,,,,,,,FOL,LOW,2,55,,,,,,0,Tupper,6/28/2017
GCL,KAD17-033,282.6,290.41,,,,,,,FOL,MOD,2,55,,,,,,0,Tupper,6/28/2017
GCL,KAD17-033,290.41,327.6,,,,,,,FOL,MOD,3,75,,,,,,0,Tupper,6/28/2017
GCL,KAD17-033,327.6,375.87,,,,,,,FOL,LOW,1,50,,,,,Weak foliation.  Clast deformation (compression),0,Robinson,6/29/2017
GCL,KAD17-033,375.87,377.42,MOD,GRD,THIN,UP,45,,,,,,,,,,,0,Robinson,6/29/2017
GCL,KAD17-033,377.42,394,,,,,,,FOL,MOD,3,50,,,,,,0,Robinson,6/29/2017
GCL,KAD17-033,394,418.34,,,,,,,FOL,MOD,4,60,,,,,,0,Robinson,6/30/2017
GCL,KAD17-033,418.34,437.4,,,,,,,FOL,MOD,3,55,,,,,,0,Robinson,6/30/2017
GCL,KAD17-033,437.4,489.73,,,,,,,FOL,LOW,0,,,,,,,0,Robinson,6/30/2017
GCL,KAD17-033,489.73,491.2,,,,,,,FLT,HIGH,5,,,,,,,0,Robinson,6/30/2017
GCL,KAD17-033,491.2,510,,,,,,,FOL,LOW,1,,,,,,,0,Robinson,6/30/2017
GCL,KAD17-033,510,517.5,,,,,,,FOL,MOD,3,,,,,,,0,Robinson,6/30/2017
GCL,KAD17-033,517.5,522,,,,,,,FOL,MOD,2,50,,,,,,0,Robinson,6/30/2017
GCL,KAD17-034,7.12,30.15,,,,,,,FOL,HIGH,3,55,,,,,,0,Tupper,6/28/2017
GCL,KAD17-034,30.15,56.89,,,,,,,FOL,HIGH,1,40,,,,,,0,Tupper,6/29/2017
GCL,KAD17-034,56.89,92,,,,,,,FOL,MOD,2,50,,,,,,0,Unknown,6/29/2017
GCL,KAD17-034,92,105,,,,,,,FLT,MOD,4,,,,,,Faulted and unrecovered core. Possible stopes proximal to Kerr Fault in incompetent rock.,0,Unknown,6/29/2017
GCL,KAD17-034,105,149.83,,,,,,,FOL,MOD,2,45,,,,,,0,Unknown,6/30/2017
GCL,KAD17-034,149.83,151.35,,,,,,,OTH,HIGH,5,,,,,,Peridotite dyke,0,Tupper,6/30/2017
GCL,KAD17-034,151.35,189.3,,,,,,,FOL,MOD,2,40,,,,,,0,Tupper,6/30/2017
GCL,KAD17-034,189.3,192.95,,,,,,,FOL,HIGH,4,30,,,,,,0,Tupper,6/30/2017
GCL,KAD17-034,192.95,197.63,HIGH,LAM,THIN,UP,30,PLL,FOL,MOD,3,30,,,,,,0,Tupper,6/30/2017
GCL,KAD17-034,197.63,201.11,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,6/30/2017
GCL,KAD17-034,201.11,201.29,HIGH,LAM,LAM,UP,40,PLL,,,,,,,,,,0,Tupper,6/30/2017
GCL,KAD17-034,201.29,206.7,,,,,,,FOL,MOD,2,35,,,,,,0,Tupper,6/30/2017
GCL,KAD17-034,206.7,210.75,,,,,,,FLT,HIGH,4,,,,,,"Fault zone, from rubble to gauge",0,Tupper,6/30/2017
GCL,KAD17-034,210.75,252.64,,,,,,,FOL,MOD,1,40,,,,,,0,Tupper,7/1/2017
GCL,KAD17-034,252.64,319.56,,,,,,,FOL,HIGH,3,65,,,,,,0,Tupper,7/1/2017
GCL,KAD17-034,319.56,365.81,,,,,,,FOL,LOW,2,45,,,,,,0,Tupper,7/2/2017
GCL,KAD17-034,365.81,385.23,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,7/2/2017
GCL,KAD17-034,385.23,409.8,,,,,,,FOL,MOD,2,55,,,,,,0,Tupper,7/2/2017
GCL,KAD17-035,6.1,7.2,HIGH,LAM,LAM,,40,,,,,,,,,,contorted,0,Sherlock,7/1/2017
GCL,KAD17-035,7.2,10.32,,,,,,,FOL,HIGH,3,40,,,,,,0,Sherlock,7/1/2017
GCL,KAD17-035,10.32,12,HIGH,LAM,LAM,,,,,,,,,,,,,0,Sherlock,7/1/2017
GCL,KAD17-035,12,14.15,,,,,,,FOL,HIGH,2,42,,,,,,0,Sherlock,7/1/2017
GCL,KAD17-035,14.15,48.52,,,,,,,FOL,HIGH,3,38,,,,,,0,Sherlock,7/1/2017
GCL,KAD17-035,48.52,71.19,,,,,,,FOL,HIGH,2,,,,,,fairly mss mv,0,Sherlock,7/2/2017
GCL,KAD17-035,71.19,138.68,,,,,,,FOL,HIGH,3,38,,,,,,0,Sherlock,7/2/2017
GCL,KAD17-035,138.68,152.45,,,,,,,FOL,HIGH,2,45,,,,,mss v weak fabric,0,Sherlock,7/3/2017
GCL,KAD17-035,152.45,168.18,,,,,,,FOL,HIGH,3,15,,,,,wispy sediment laminations parallel to fabrick,0,Sherlock,7/3/2017
GCL,KAD17-035,168.18,188.2,,,,,,,FOL,HIGH,2,,,,,,,0,Sherlock,7/3/2017
GCL,KAD17-035,188.2,255.39,,,,,,,FOL,HIGH,2,,,,,,,0,Sherlock,7/5/2017
GCL,KAD17-035,255.39,275.33,,,,,,,FOL,MOD,2,,,,,,,0,Sherlock,7/5/2017
GCL,KAD17-035,275.33,285.29,,,,,,,FOL,MOD,2,30,,,,,,0,Henderson,7/5/2017
GCL,KAD17-035,285.29,289.43,,,,,,,FOL,HIGH,3,30,,,,,,0,Henderson,7/5/2017
GCL,KAD17-035,289.43,302.67,,,,,,,FOL,HIGH,4,30,,,,,,0,Henderson,7/5/2017
GCL,KAD17-035,302.67,306.7,,,,,,,FOL,MOD,4,,,,,,,0,Henderson,7/6/2017
GCL,KAD17-035,306.7,310.3,,,,,,,FOL,MOD,3,,,,,,,0,Henderson,7/6/2017
GCL,KAD17-035,310.3,336,,,,,,,FOL,MOD,0,,,,,,"stope, mixed liths",0,Henderson,7/17/2017
GCL,KAD17-036,12,78.45,,,,,,,FOL,LOW,2,,,,,,,0,Tupper,7/7/2017
GCL,KAD17-036,78.45,97.21,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,7/7/2017
GCL,KAD17-036,97.21,108,,,,,,,FOL,MOD,3,25,,,,,,0,Tupper,7/7/2017
GCL,KAD17-036,108,127.72,,,,,,,FOL,MOD,3,30,,,,,,0,Tupper,7/7/2017
GCL,KAD17-036,127.72,128.26,,,,,,,OTH,MOD,3,,,,,,DYKE,0,Tupper,7/7/2017
GCL,KAD17-036,128.26,130.79,,,,,,,FOL,MOD,3,30,,,,,,0,Tupper,7/7/2017
GCL,KAD17-036,130.79,131.72,,,,,,,FOL,LOW,0,,,,,,DYKE,0,Tupper,7/7/2017
GCL,KAD17-036,131.72,158.83,,,,,,,FOL,LOW,2,20,,,,,,0,Tupper,7/8/2017
GCL,KAD17-036,158.83,169,,,,,,,FOL,MOD,3,40,,,,,,0,Tupper,7/8/2017
GCL,KAD17-036,169,172,,,,,,,OTH,,,,,,,,STOPE,0,Tupper,7/8/2017
GCL,KAD17-036,172,185.85,,,,,,,FOL,MOD,3,40,,,,,,0,Tupper,7/8/2017
GCL,KAD17-036,185.85,209.42,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,7/8/2017
GCL,KAD17-036,209.42,216.95,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,7/8/2017
GCL,KAD17-036,216.95,273.61,HIGH,LAM,THIN,DOWN,45,PLL,FOL,MOD,3,45,,,,,,0,Tupper,7/8/2017
GCL,KAD17-037,12,24,,,,,,,FLT,MOD,3,,,,,,Faulted core near surface.,0,Tupper,7/6/2017
GCL,KAD17-037,24,55.34,,,,,,,FOL,MOD,2,40,,,,,,0,Tupper,7/6/2017
GCL,KAD17-037,55.34,93,,,,,,,FOL,LOW,2,40,,,,,,0,Tupper,7/7/2017
GCL,KAD17-037,93,105,,,,,,,OTH,HIGH,5,,,,,,VOID,0,Tupper,7/7/2017
GCL,KAD17-038,8.69,15.47,,,,,,,FOL,MOD,0,,,,,,,0,Henderson,7/7/2017
GCL,KAD17-038,15.47,17,,,,,,,FOL,MOD,0,,,,,,,0,Henderson,7/7/2017
GCL,KAD17-038,17,18.16,,,,,,,FOL,MOD,2,,,,,,,0,Henderson,7/7/2017
GCL,KAD17-038,18.16,22.46,MOD,LAM,LAM,,,,FOL,HIGH,,,,,,,,0,Henderson,7/7/2017
GCL,KAD17-038,22.46,22.98,,,,,,,FOL,MOD,0,,,,,,,0,Henderson,7/7/2017
GCL,KAD17-038,22.98,26.95,MOD,LAM,LAM,,30,,,,,,,,,,,0,Henderson,7/7/2017
GCL,KAD17-038,26.95,34.55,,,,,,,FOL,MOD,3,35,,,,,,0,Henderson,7/7/2017
GCL,KAD17-038,34.55,35.57,HIGH,LAM,LAM,,35,,,,,,,,,,,0,Henderson,7/7/2017
GCL,KAD17-038,35.57,42.21,LOW,MSV,,,,,FOL,LOW,,,,,,,,0,Henderson,7/7/2017
GCL,KAD17-038,42.21,46.06,HIGH,LAM,LAM,,20,,,,,,,,,,,0,Henderson,7/7/2017
GCL,KAD17-038,46.06,48.63,HIGH,LAM,LAM,,2,,,,,,,,,,,0,Henderson,7/7/2017
GCL,KAD17-038,48.63,75,,,,,,,FOL,MOD,3,30,,,,,,0,Henderson,7/8/2017
GCL,KAD17-038,75,88.3,,,,,,,FOL,MOD,0,,,,,,,0,Henderson,7/8/2017
GCL,KAD17-038,88.3,100.61,,,,,,,FOL,MOD,3,35,,,,,,0,Henderson,7/8/2017
GCL,KAD17-038,100.61,111.16,,,,,,,FOL,HIGH,4,35,,,,,,0,Henderson,7/8/2017
GCL,KAD17-038,111.16,127.29,,,,,,,FOL,MOD,4,35,,,,,,0,Henderson,7/8/2017
GCL,KAD17-038,127.29,128.09,HIGH,LAM,LAM,,40,,,,,,,,,,,0,Henderson,7/8/2017
GCL,KAD17-038,128.09,135.24,,,,,,,FOL,HIGH,4,35,,,,,,0,Henderson,7/8/2017
GCL,KAD17-038,135.24,166.78,,,,,,,FOL,MOD,2,35,,,,,,0,Henderson,7/8/2017
GCL,KAD17-038,166.78,184.23,,,,,,,FOL,MOD,3,,,,,,,0,Henderson,7/8/2017
GCL,KAD17-038,184.23,187.8,MOD,LAM,LAM,,60,,,,,,,,,,,0,Henderson,7/8/2017
GCL,KAD17-038,187.8,189.78,,,,,,,FOL,LOW,2,,,,,,,0,Henderson,7/8/2017
GCL,KAD17-038,189.78,190.68,MOD,LAM,LAM,,40,,,,,,,,,,,0,Henderson,7/8/2017
GCL,KAD17-038,190.68,204.78,,,,,,,FOL,HIGH,3,30,,,,,,0,Henderson,7/9/2017
GCL,KAD17-038,204.78,215.5,,,,,,,FOL,HIGH,4,30,,,,,,0,Henderson,7/9/2017
GCL,KAD17-038,215.5,225,,,,,,,OTH,,,,,,,,stope-no core,0,Henderson,7/9/2017
GCL,KAD17-038,225,225.45,,,,,,,FOL,,0,,,,,,,0,Henderson,7/9/2017
GCL,KAD17-039,0,3.95,,,,,,,,,,,,,,,OVB,0,Tupper,7/7/2017
GCL,KAD17-039,3.95,55.21,,,,,,,FOL,MOD,2,40,,,,,,0,Tupper,7/7/2017
GCL,KAD17-039,55.21,95.05,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,7/8/2017
GCL,KAD17-039,95.05,110.56,,,,,,,FLT,HIGH,4,,,,,,,0,Tupper,7/8/2017
GCL,KAD17-039,110.56,119.45,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,7/8/2017
GCL,KAD17-039,119.45,122.22,,,,,,,FLT,MOD,4,,,,,,,0,Tupper,7/8/2017
GCL,KAD17-039,122.22,180.76,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,7/9/2017
GCL,KAD17-039,180.76,200.9,,,,,,,FOL,LOW,0,,,,,,VOID,0,Tupper,7/9/2017
GCL,KAD17-039,200.9,204.9,,,,,,,FLT,MOD,2,,,,,,faulted dykes,0,Tupper,7/9/2017
GCL,KAD17-039,204.9,246.9,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,7/10/2017
GCL,KAD17-039,249.9,269.61,,,,,,,,,,,,,,,STOPE,0,Tupper,7/10/2017
GCL,KAD17-039,269.61,272.16,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,7/10/2017
GCL,KAD17-039,272.16,321.14,,,,,,,FOL,MOD,3,35,,,,,,0,Tupper,7/10/2017
GCL,KAD17-039,321.14,326.84,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,7/11/2017
GCL,KAD17-039,326.84,333.24,,,,,,,FOL,LOW,2,35,,,,,,0,Tupper,7/11/2017
GCL,KAD17-039,333.24,356,HIGH,LAM,THIN,DOWN,35,PLL,FOL,MOD,2,35,,,,,EOH,0,Tupper,7/11/2017
GCL,KAD17-040,4.57,12.66,,,,,,,FOL,MOD,4,70,,,,,,0,Henderson,7/10/2017
GCL,KAD17-040,12.66,92.32,,,,,,,FOL,MOD,2,60,,,,,,0,Henderson,7/10/2017
GCL,KAD17-040,92.32,114.63,,,,,,,FOL,MOD,2,50,,,,,,0,Henderson,7/10/2017
GCL,KAD17-040,114.63,125.8,,,,,,,FOL,HIGH,3,45,,,,,,0,Henderson,7/10/2017
GCL,KAD17-040,125.8,173.75,,,,,,,FOL,MOD,3,45,,,,,,0,Henderson,7/11/2017
GCL,KAD17-040,173.75,183.43,,,,,,,FOL,MOD,0,,,,,,,0,Henderson,7/11/2017
GCL,KAD17-040,183.43,190.61,,,,,,,FOL,MOD,4,45,,,,,,0,Henderson,7/11/2017
GCL,KAD17-040,190.61,210.29,,,,,,,FOL,MOD,3,55,,,,,,0,Henderson,7/11/2017
GCL,KAD17-040,210.29,211.86,,,,,,,FOL,MOD,2,,,,,,,0,Henderson,7/11/2017
GCL,KAD17-040,211.86,220.17,,,,,,,FOL,MOD,3,50,,,,,,0,Henderson,7/11/2017
GCL,KAD17-040,220.17,223.83,MOD,LAM,LAM,,45,,,,,,,,,,,0,Henderson,7/11/2017
GCL,KAD17-040,223.83,229.12,,,,,,,FOL,MOD,2,,,,,,,0,Henderson,7/11/2017
GCL,KAD17-040,229.12,259.86,,,,,,,FOL,MOD,2,40,,,,,,0,Henderson,7/12/2017
GCL,KAD17-040,259.86,263.61,,,,,,,FOL,MOD,4,60,,,,,,0,Unknown,7/12/2017
GCL,KAD17-040,263.61,266.58,MOD,LAM,LAM,,50,,,,,,,,,,,0,Unknown,7/12/2017
GCL,KAD17-040,266.58,295.13,,,,,,,FOL,MOD,2,50,,,,,,0,Unknown,7/12/2017
GCL,KAD17-040,295.13,318.65,,,,,,,FOL,MOD,2,50,,,,,,0,Unknown,7/12/2017
GCL,KAD17-040,318.65,342.63,,,,,,,FOL,MOD,4,40,,,,,,0,Unknown,7/12/2017
GCL,KAD17-040,342.63,357.69,,,,,,,FOL,MOD,2,40,,,,,,0,Unknown,7/12/2017
GCL,KAD17-040,357.69,378.35,,,,,,,FOL,MOD,4,40,,,,,,0,Unknown,7/13/2017
GCL,KAD17-040,378.35,384,,,,,,,,,,,FOL,MOD,0,,,0,Unknown,7/13/2017
GCL,KAD17-041,0,8.91,,,,,,,,,,,,,,,OVB,0,Tupper,7/12/2017
GCL,KAD17-041,8.91,26.33,,,,,,,FOL,LOW,1,30,,,,,,0,Tupper,7/12/2017
GCL,KAD17-041,26.33,37.83,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,7/12/2017
GCL,KAD17-041,37.83,70.36,,,,,,,FOL,MOD,2,40,,,,,,0,Tupper,7/12/2017
GCL,KAD17-041,70.36,109,,,,,,,FOL,MOD,2,40,,,,,,0,Tupper,7/14/2017
GCL,KAD17-041,109,135.8,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,7/14/2017
GCL,KAD17-041,135.8,151.49,,,,,,,OTH,HIGH,3,,,,,,"Dyke, no foliation",0,Tupper,7/14/2017
GCL,KAD17-041,151.49,158.2,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,7/14/2017
GCL,KAD17-041,158.2,167.69,,,,,,,FLT,HIGH,3,,,,,,,0,Tupper,7/14/2017
GCL,KAD17-041,167.69,180.81,,,,,,,FOL,MOD,2,35,,,,,,0,Tupper,7/14/2017
GCL,KAD17-041,180.81,190.96,,,,,,,FOL,MOD,3,40,,,,,,0,Tupper,7/14/2017
GCL,KAD17-041,190.96,201,,,,,,,FOL,MOD,3,55,,,,,,0,Tupper,7/14/2017
GCL,KAD17-041,201,212.67,,,,,,,OTH,HIGH,NA,,,,,,Stope Fill,0,Tupper,7/14/2017
GCL,KAD17-041,212.67,289.5,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,7/15/2017
GCL,KAD17-041,289.5,291,,,,,,,OTH,LOW,0,,,,,,stope,0,Tupper,7/15/2017
GCL,KAD17-041,291,325.38,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,7/16/2017
GCL,KAD17-041,325.38,341.8,,,,,,,FOL,MOD,2,20,,,,,,0,Tupper,7/16/2017
GCL,KAD17-041,341.8,345,,,,,,,FOL,LOW,0,,,,,,,0,Tupper,7/16/2017
GCL,KAD17-041,345,364.43,,,,,,,FOL,HIGH,3,30,,,,,,0,Tupper,7/17/2017
GCL,KAD17-041,364.43,375.37,MOD,GRD,MED,UP,30,,FOL,HIGH,4,40,,,,,,0,Shiroki,7/17/2017
GCL,KAD17-041,375.37,381.69,HIGH,GRD,THCK,UP,50,PLL,FOL,HIGH,4,50,,,,,,0,Shiroki,7/17/2017
GCL,KAD17-042,6.6,20.55,,,,,,,FOL,MOD,3,65,,,,,,0,Henderson,7/13/2017
GCL,KAD17-042,20.55,31.61,,,,,,,FOL,MOD,0,,,,,,,0,Henderson,7/13/2017
GCL,KAD17-042,31.61,71.38,,,,,,,FOL,MOD,2,60,,,,,,0,Henderson,7/14/2017
GCL,KAD17-042,71.38,83.49,,,,,,,FOL,MOD,3,45,,,,,,0,Unknown,7/14/2017
GCL,KAD17-042,83.49,89.28,,,,,,,FOL,MOD,2,45,,,,,,0,Unknown,7/14/2017
GCL,KAD17-042,89.28,105,,,,,,,FOL,MOD,4,30,,,,,,0,Unknown,7/14/2017
GCL,KAD17-042,105,123.09,,,,,,,FOL,MOD,3,45,,,,,,0,Unknown,7/14/2017
GCL,KAD17-042,123.09,146.74,,,,,,,FOL,MOD,2,30,,,,,,0,Unknown,7/15/2017
GCL,KAD17-042,146.74,157.58,MOD,LAM,LAM,,20,PLL,,,,,,,,,,0,Unknown,7/15/2017
GCL,KAD17-042,157.58,162.95,,,,,,,FOL,MOD,3,40,,,,,,0,Unknown,7/15/2017
GCL,KAD17-042,162.95,166.34,HIGH,LAM,LAM,,50,PLL,,,,,,,,,,0,Unknown,7/15/2017
GCL,KAD17-042,166.34,178.09,,,,,,,FOL,MOD,4,40,,,,,,0,Unknown,7/15/2017
GCL,KAD17-042,178.09,199.06,,,,,,,FOL,MOD,0,,,,,,,0,Unknown,7/15/2017
GCL,KAD17-042,199.06,211.97,,,,,,,FOL,MOD,4,50,,,,,,0,Unknown,7/15/2017
GCL,KAD17-042,211.97,229.28,,,,,,,FOL,MOD,4,45,,,,,,0,Unknown,7/15/2017
GCL,KAD17-042,229.28,247,,,,,,,FOL,MOD,4,45,,,,,,0,Unknown,7/16/2017
GCL,KAD17-042,247,324.48,,,,,,,FOL,MOD,3,45,,,,,,0,Henderson,7/16/2017
GCL,KAD17-042,324.48,331.78,,,,,,,FOL,MOD,0,,,,,,,0,Henderson,7/16/2017
GCL,KAD17-042,331.78,346.43,,,,,,,FOL,MOD,3,40,,,,,,0,Henderson,7/17/2017
GCL,KAD17-042,346.43,348.88,,,,,,,FLT,HIGH,4,50,,,,,,0,Henderson,7/17/2017
GCL,KAD17-042,348.88,355.1,,,,,,,FOL,MOD,2,40,,,,,,0,Henderson,7/17/2017
GCL,KAD17-042,355.1,364.9,LOW,GRD,THIN,,60,,,,,,,,,,,0,Henderson,7/17/2017
GCL,KAD17-042,364.9,379.7,,,,,,,FOL,HIGH,4,50,,,,,,0,Henderson,7/17/2017
GCL,KAD17-042,379.7,390.57,,,,,,,FOL,HIGH,4,40,,,,,,0,Henderson,7/17/2017
GCL,KAD17-042,390.57,393.77,,,,,,,FOL,HIGH,4,40,,,,,,0,Henderson,7/18/2017
GCL,KAD17-042,393.77,404.9,,,,,,,FOL,MOD,3,40,,,,,,0,Henderson,7/18/2017
GCL,KAD17-042,404.9,406.54,,,,,,,FOL,MOD,2,,,,,,,0,Henderson,7/18/2017
GCL,KAD17-042,406.54,416.39,,,,,,,FOL,MOD,3,50,,,,,,0,Henderson,7/19/2017
GCL,KAD17-042,416.39,417,,,,,,,OTH,,,,,,,,void,0,Henderson,7/19/2017
GCL,KAD17-042,417,423.15,,,,,,,OTH,,,,,,,,stope,0,Henderson,7/19/2017
GCL,KAD17-042,423.15,427.39,,,,,,,FOL,HIGH,3,40,,,,,,0,Henderson,7/19/2017
GCL,KAD17-042,427.39,440.07,,,,,,,FOL,MOD,3,40,,,,,,0,Henderson,7/19/2017
GCL,KAD17-042,440.07,453.94,,,,,,,FOL,MOD,4,60,,,,,,0,Henderson,7/19/2017
GCL,KAD17-042,453.94,454.94,,,,,,,FOL,MOD,2,30,,,,,,0,Henderson,7/19/2017
GCL,KAD17-042,454.94,457.51,,,,,,,FOL,MOD,4,60,,,,,,0,Henderson,7/19/2017
GCL,KAD17-042,457.51,461.8,,,,,,,FOL,LOW,2,65,,,,,,0,Henderson,7/20/2017
GCL,KAD17-042,461.8,484.85,,,,,,,FOL,MOD,3,60,,,,,,0,Henderson,7/20/2017
GCL,KAD17-042,484.85,492,HIGH,GRD,MED,UP,40,PLL,,,,,,,,,,0,Henderson,7/20/2017
GCL,KAD17-043,2.43,6.95,,,,,,,FOL,HIGH,4,30,,,,,,0,Shiroki,7/18/2017
GCL,KAD17-043,6.95,7.73,,,,,,,FOL,HIGH,4,30,,,,,,0,Shiroki,7/18/2017
GCL,KAD17-043,7.73,9.92,,,,,,,FOL,HIGH,4,30,,,,,,0,Shiroki,7/19/2017
GCL,KAD17-043,9.92,17.89,MOD,MSV,THCK,DOWN,50,,FOL,HIGH,4,50,,,,,,0,Shiroki,7/19/2017
GCL,KAD17-043,17.89,52.95,,,,,,,FOL,HIGH,4,35,,,,,,0,Shiroki,7/20/2017
GCL,KAD17-043,52.95,100.17,,,,,,,FOL,HIGH,4,50,FOL,HIGH,4,,,0,Shiroki,7/20/2017
GCL,KAD17-043,100.17,224.8,,,,,,,FOL,HIGH,4,40,,,,,,0,Shiroki,7/21/2017
GCL,KAD17-043,224.8,266.34,,,,,,,FOL,HIGH,4,30,,,,,,0,Shiroki,7/21/2017
GCL,KAD17-043,266.34,292.11,,,,,,,FOL,HIGH,3,50,,,,,,0,Shiroki,7/22/2017
GCL,KAD17-043,292.11,300.98,,,,,,,FOL,HIGH,3,50,,,,,,0,Shiroki,7/22/2017
GCL,KAD17-043,300.98,333.46,,,,,,,FOL,MOD,3,30,,,,,,0,Shiroki,7/22/2017
GCL,KAD17-043,333.46,341.18,,,,,,,FOL,MOD,3,30,,,,,,0,Shiroki,7/23/2017
GCL,KAD17-043,341.18,342.3,,,,,,,OTH,,NA,,,,,,,0,Shiroki,7/25/2017
GCL,KAD17-043,342.3,356.87,,,,,,,FOL,HIGH,3,30,,,,,,0,Shiroki,7/23/2017
GCL,KAD17-043,356.87,395.13,,,,,,,FOL,MOD,3,30,,,,,,0,Shiroki,7/24/2017
GCL,KAD17-043,395.13,395.2,,,,,,,OTH,,NA,,,,,,,0,Shiroki,7/25/2017
GCL,KAD17-043,395.2,395.8,,,,,,,FOL,LOW,3,40,,,,,,0,Shiroki,7/24/2017
GCL,KAD17-043,395.8,397.39,,,,,,,OTH,,NA,,,,,,,0,Shiroki,7/25/2017
GCL,KAD17-043,397.39,399,,,,,,,FOL,LOW,2,70,,,,,,0,Shiroki,7/24/2017
