Project,Hole,From_m,To_m,Bedding_Confidence,Bedding_Style,Bedding_Bed_Thickness,Bedding_Younging_Direction,Bedding_Angle_TCA,Bedding_Cleavage_Angle,Fabric1_Feature,Fabric1_Confidence,Fabric1_Intensity,Fabric1_Angle_TCA,Fabric2_Feature,Fabric2_Confidence,Fabric2_Intensity,Fabric2_Angle_TCA,Comments,Relog,Logger,Timestamp
GCL,KAD17-023,11.75,15,LOW,MSV,MASS,,50,,FOL,LOW,3,50,,,,,,0,Robinson,6/3/2017
GCL,KAD17-023,15,21,,,,,,,FOL,LOW,3,55,,,,,,0,Robinson,6/3/2017
GCL,KAD17-023,21,36,,,,,,,FOL,LOW,1,,,,,,Locally Massive.  Contorted.  No preferential foliation,0,Robinson,6/3/2017
GCL,KAD17-023,36,41.5,,,,,,,FOL,LOW,3,65,,,,,,0,Robinson,6/3/2017
GCL,KAD17-023,41.5,56,,,,,,,OTH,LOW,3,,,,,,"Contorted, local brecciation.  No foliation",0,Robinson,6/3/2017
GCL,KAD17-023,56,65.56,,,,,,,FOL,MOD,3,,,,,,Foliation.  Local brecciation.,0,Robinson,6/3/2017
GCL,KAD17-023,65.56,90,,,,,,,,,,,,,,,"Fill, void",0,Robinson,6/3/2017
GCL,KAD17-024,11.85,19.35,HIGH,,THIN,,,,FOL,HIGH,5,25,,,,,Bedding too strongly contorted to confidently determine angle to core axis.,0,Blackwell,6/4/2017
GCL,KAD17-024,19.35,29.03,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,6/4/2017
GCL,KAD17-024,29.03,39.88,,,,,,,FOL,HIGH,3,40,,,,,,0,Blackwell,6/4/2017
GCL,KAD17-024,39.88,42.08,,,,,,,FLT,HIGH,3,10,FOL,HIGH,3,10,,0,Blackwell,6/4/2017
GCL,KAD17-024,42.08,50.95,,,,,,,FOL,HIGH,3,30,FOL,HIGH,3,50,S2 cross-cus S1,0,Blackwell,6/4/2017
GCL,KAD17-024,50.95,53.1,,,,,,,FOL,HIGH,2,40,,,,,S2,0,Blackwell,6/4/2017
GCL,KAD17-024,53.1,72.27,,,,,,,FOL,HIGH,4,40,FOL,HIGH,3,30,Irregular pattern created by foliation 2 cross-cutting foliation 1,0,Blackwell,6/4/2017
GCL,KAD17-024,72.27,74.5,,,,,,,FOL,HIGH,2,55,,,,,,0,Blackwell,6/4/2017
GCL,KAD17-024,74.5,80.49,,,,,,,FOL,HIGH,5,50,OTH,HIGH,4,30,"Quartz ""healed"" vein breccias (recorded as OTH) cross-cut the dominant foliation and QC stockwork infill.",0,Blackwell,6/4/2017
GCL,KAD17-024,80.49,89.55,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,6/4/2017
GCL,KAD17-024,89.55,90.73,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,6/4/2017
GCL,KAD17-024,90.73,92.76,,,,,,,FOL,HIGH,2,30,,,,,,0,Blackwell,6/5/2017
GCL,KAD17-024,92.76,93.92,,,,,,,FOL,HIGH,2,40,,,,,,0,Blackwell,6/5/2017
GCL,KAD17-024,93.92,97.67,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,6/5/2017
GCL,KAD17-024,98.95,107,,,,,,,FOL,HIGH,2,45,,,,,,0,Blackwell,6/5/2017
GCL,KAD17-024,112,126.08,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,6/5/2017
GCL,KAD17-024,137.67,167.21,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,6/6/2017
GCL,KAD17-024,167.21,197.67,,,,,,,FOL,HIGH,2,30,,,,,,0,Blackwell,6/6/2017
GCL,KAD17-024,197.67,201.61,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,6/6/2017
GCL,KAD17-024,201.61,204,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,6/6/2017
GCL,KAD17-025,9,17.7,,,,,,,FOL,HIGH,3,50,,,,,,0,Stubley,6/5/2017
GCL,KAD17-025,17.7,31.96,MOD,LAM,THIN,,70,PLL,FOL,HIGH,4,70,,,,,,0,Stubley,6/5/2017
GCL,KAD17-025,31.96,34.76,,,,,,,FOL,HIGH,2,70,,,,,,0,Stubley,6/5/2017
GCL,KAD17-025,34.76,73.58,,,,,,,FOL,HIGH,4,70,,,,,,0,Stubley,6/6/2017
GCL,KAD17-025,73.58,81,,,,,,,FLT,HIGH,5,35,,,,,,0,Unknown,6/6/2017
GCL,KAD17-025,81,116.42,,,,,,,FOL,HIGH,4,50,,,,,,0,Unknown,6/6/2017
GCL,KAD17-025,116.42,137,,,,,,,FOL,HIGH,4,60,,,,,,0,Unknown,6/6/2017
GCL,KAD17-025,137,146.79,,,,,,,FOL,HIGH,2,70,,,,,,0,Unknown,6/6/2017
GCL,KAD17-025,146.79,191.22,,,,,,,FOL,HIGH,1,60,,,,,,0,Unknown,6/7/2017
GCL,KAD17-025,194.44,211.4,,,,,,,FOL,HIGH,2,50,,,,,,0,Stubley,6/7/2017
GCL,KAD17-025,211.4,230.9,,,,,,,FOL,HIGH,4,60,,,,,,0,Stubley,6/7/2017
GCL,KAD17-025,230.9,240.87,MOD,WVY,THIN,,60,PLL,FOL,HIGH,4,60,,,,,,0,Stubley,6/7/2017
GCL,KAD17-025,240.87,261.6,,,,,,,FOL,HIGH,2,60,,,,,,0,Stubley,6/8/2017
GCL,KAD17-025,261.6,264.15,,,,,,,FOL,HIGH,3,70,,,,,"Bedding is obliterated, contorted and unknown over this interval.",0,Stubley,6/8/2017
GCL,KAD17-025,264.15,265.69,,,,,,,FOL,HIGH,3,60,,,,,,0,Stubley,6/8/2017
GCL,KAD17-025,265.69,266.91,HIGH,GRD,LAM,UP,70,PLL,FOL,HIGH,3,70,,,,,High confidence in graded beds but low confidence in the facing direction.,0,Stubley,6/8/2017
GCL,KAD17-025,266.91,312.4,,,,,,,FOL,HIGH,3,60,,,,,,0,Stubley,6/8/2017
GCL,KAD17-025,312.4,360,,,,,,,FOL,HIGH,3,40,,,,,,0,Stubley,6/9/2017
GCL,KAD17-025,360,381.7,MOD,MSV,THCK,,60,PLL,FOL,HIGH,3,60,,,,,,0,Stubley,6/9/2017
GCL,KAD17-025,381.7,384,,,,,,,OTH,HIGH,2,45,,,,,,0,Stubley,6/9/2017
GCL,KAD17-025,384,399,HIGH,MSV,THIN,,70,PLL,,,,,,,,,,0,Stubley,6/9/2017
GCL,KAD17-026,10.03,16.59,LOW,DIF,,,10,NML,FOL,HIGH,4,40,,,,,Well developed foliation planes have strong sericite alteration. Domains of sediment appear to have bedding planes of or an earlier cleavage perpendicular to the strongest foliation.,0,Blackwell,6/7/2017
GCL,KAD17-026,16.59,20.65,,,,,,,FLT,HIGH,4,40,FOL,HIGH,5,40,,0,Blackwell,6/7/2017
GCL,KAD17-026,20.65,23.73,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,6/7/2017
GCL,KAD17-026,23.73,27,,,,,,,FOL,HIGH,3,45,,,,,,0,Blackwell,6/7/2017
GCL,KAD17-026,27,64.82,,,,,,,FOL,HIGH,3,70,,,,,,0,Blackwell,6/7/2017
GCL,KAD17-026,64.82,79.35,,,,,,,FOL,HIGH,2,30,,,,,,0,Blackwell,6/7/2017
GCL,KAD17-026,79.35,102,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,6/7/2017
GCL,KAD17-026,102,110.95,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,6/8/2017
GCL,KAD17-026,110.95,118.8,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,6/8/2017
GCL,KAD17-026,123.83,131.76,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,6/8/2017
GCL,KAD17-026,131.76,147.55,,,,,,,FOL,HIGH,2,55,,,,,,0,Blackwell,6/8/2017
GCL,KAD17-026,147.55,147.75,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,6/9/2017
GCL,KAD17-026,158,167.15,,,,,,,FOL,HIGH,2,40,,,,,,0,Blackwell,6/9/2017
GCL,KAD17-026,167.15,175.08,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,6/9/2017
GCL,KAD17-026,175.08,175.62,,,,,,,FOL,HIGH,1,70,,,,,Trace to no foliation - measured off of the contact angles.,0,Blackwell,6/9/2017
GCL,KAD17-026,175.62,195.64,,,,,,,FOL,HIGH,2,45,,,,,VQ bearing QZ vein is perpendicular to the dominant foliation,0,Blackwell,6/10/2017
GCL,KAD17-026,195.64,221.1,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,6/10/2017
GCL,KAD17-026,221.1,230,,,,,,,FOL,HIGH,4,30,,,,,,0,Blackwell,6/10/2017
GCL,KAD17-027,7.75,16.04,,,,,,,FOL,HIGH,4,55,,,,,,0,Stubley,6/10/2017
GCL,KAD17-027,16.04,33.38,,,,,,,FOL,HIGH,3,60,,,,,,0,Stubley,6/10/2017
GCL,KAD17-027,33.38,34.5,,,,,,,FOL,HIGH,0,,,,,,,0,Stubley,6/10/2017
GCL,KAD17-027,34.5,55.9,,,,,,,FOL,HIGH,4,65,,,,,,0,Stubley,6/11/2017
GCL,KAD17-027,62.6,86,,,,,,,FOL,HIGH,3,65,,,,,,0,Stubley,6/11/2017
GCL,KAD17-027,86,91.45,,,,,,,FLT,HIGH,5,50,,,,,,0,Stubley,6/11/2017
GCL,KAD17-027,91.45,94,,,,,,,FOL,HIGH,3,45,,,,,,0,Stubley,6/11/2017
GCL,KAD17-027,94,99.5,,,,,,,FLT,MOD,3,40,,,,,,0,Stubley,6/11/2017
GCL,KAD17-027,99.5,131,,,,,,,FOL,HIGH,3,45,,,,,,0,Stubley,6/12/2017
GCL,KAD17-027,131,152,,,,,,,FOL,HIGH,2,70,,,,,,0,Stubley,6/12/2017
GCL,KAD17-027,152,153.25,,,,,,,FLT,HIGH,4,45,,,,,,0,Stubley,6/12/2017
GCL,KAD17-027,153.25,160,,,,,,,FOL,HIGH,4,40,,,,,,0,Stubley,6/12/2017
GCL,KAD17-027,160,170.5,,,,,,,FOL,HIGH,3,50,,,,,,0,Stubley,6/12/2017
GCL,KAD17-027,170.5,204.44,,,,,,,OTH,,,,,,,,stope fill,0,Stubley,6/14/2017
GCL,KAD17-027,204.44,219.1,,,,,,,FOL,HIGH,2,45,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,219.1,227,,,,,,,FOL,HIGH,4,45,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,227,230.19,,,,,,,FOL,HIGH,1,45,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,230.19,246.56,,,,,,,FOL,HIGH,3,60,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,246.56,249,,,,,,,FOL,HIGH,0,,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,249,260.6,,,,,,,FOL,HIGH,4,50,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,260.6,262.2,,,,,,,FOL,HIGH,0,,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,262.2,265.12,,,,,,,FOL,HIGH,4,40,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,265.12,271.4,,,,,,,FOL,HIGH,0,,,,,,,0,Stubley,6/14/2017
GCL,KAD17-027,271.4,285,,,,,,,FOL,HIGH,4,45,,,,,,0,Stubley,6/15/2017
GCL,KAD17-028,9,25.36,HIGH,GRD,THIN,DOWN,45,PLL,FOL,HIGH,3,50,,,,,,0,Blackwell,6/11/2017
GCL,KAD17-028,25.36,50.95,HIGH,GRD,GRAD,,60,PLL,FOL,HIGH,3,50,,,,,Bed forms are not clear but massive domainal grainsize changes from mud-sand-sized observed.,0,Blackwell,6/11/2017
GCL,KAD17-028,50.95,59.46,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,6/11/2017
GCL,KAD17-028,59.46,61.86,,,,,,,FOL,HIGH,2,60,,,,,,0,Blackwell,6/11/2017
GCL,KAD17-028,61.86,89.44,,,,,,,FOL,HIGH,3,70,,,,,,0,Blackwell,6/12/2017
GCL,KAD17-028,89.44,103.18,,,,,,,FOL,HIGH,3,45,,,,,,0,Blackwell,6/12/2017
GCL,KAD17-028,103.18,113.42,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,6/12/2017
GCL,KAD17-028,113.42,117.79,,,,,,,FOL,HIGH,2,45,,,,,,0,Blackwell,6/12/2017
GCL,KAD17-028,117.79,118.62,,,,,,,FOL,HIGH,4,50,,,,,,0,Blackwell,6/12/2017
GCL,KAD17-028,118.62,131.58,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,6/12/2017
GCL,KAD17-028,149.43,150.04,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,6/12/2017
GCL,KAD17-028,150.04,153.6,,,,,,,FOL,HIGH,2,60,,,,,,0,Blackwell,6/13/2017
GCL,KAD17-028,156.35,162.32,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,6/13/2017
GCL,KAD17-028,162.32,168,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,6/13/2017
GCL,KAD17-028,168,179.17,,,,,,,FOL,LOW,3,60,,,,,,0,Blackwell,6/13/2017
GCL,KAD17-028,179.17,191,,,,,,,FOL,HIGH,5,50,,,,,,0,Blackwell,6/13/2017
GCL,KAD17-028,191,202.72,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,6/13/2017
GCL,KAD17-028,202.72,233.03,,,,,,,FOL,HIGH,4,40,,,,,,0,Blackwell,6/14/2017
GCL,KAD17-028,233.03,234.2,HIGH,LAM,LAM,,45,PLL,FOL,HIGH,3,50,,,,,,0,Blackwell,6/14/2017
GCL,KAD17-028,234.2,237.52,,,,,,,FOL,HIGH,4,30,,,,,,0,Blackwell,6/14/2017
GCL,KAD17-028,237.52,250.7,,,,,,,FOL,HIGH,5,40,,,,,,0,Blackwell,6/14/2017
GCL,KAD17-028,250.7,262.42,,,,,,,FOL,HIGH,5,30,,,,,,0,Blackwell,6/14/2017
GCL,KAD17-028,262.42,282,,,,,,,FOL,HIGH,4,40,,,,,,0,Blackwell,6/14/2017
GCL,KAD17-029,6.45,32.3,HIGH,GRD,THIN,DOWN,40,PLL,FOL,HIGH,4,40,,,,,,0,Blackwell,6/15/2017
GCL,KAD17-029,32.3,57.34,HIGH,DIF,THIN,,30,PLL,FOL,HIGH,4,30,,,,,,0,Blackwell,6/15/2017
GCL,KAD17-029,57.34,71.11,,,,,,,FOL,HIGH,3,40,,,,,,0,Blackwell,6/15/2017
GCL,KAD17-029,71.11,75.76,,,,,,,FOL,HIGH,2,60,,,,,,0,Blackwell,6/15/2017
GCL,KAD17-029,75.76,84.5,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,6/15/2017
GCL,KAD17-029,84.5,94.55,,,,,,,FOL,MOD,3,50,,,,,,0,Blackwell,6/15/2017
GCL,KAD17-029,94.55,103.05,,,,,,,FOL,HIGH,2,60,,,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,103.05,124.87,,,,,,,FOL,HIGH,3,30,,,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,124.87,129.47,,,,,,,FOL,HIGH,3,40,,,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,129.47,133.57,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,133.57,147.05,,,,,,,FOL,HIGH,5,30,FOL,HIGH,3,60,Foliation 1 cross-cuts foliation 2,0,Blackwell,6/16/2017
GCL,KAD17-029,147.05,155.65,,,,,,,FOL,HIGH,5,40,FOL,HIGH,3,30,,0,Blackwell,6/16/2017
GCL,KAD17-029,155.65,157.81,,,,,,,,,,,,,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,157.81,172.63,,,,,,,FOL,HIGH,4,40,,,,,,0,Blackwell,6/16/2017
GCL,KAD17-029,191.07,195,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,6/17/2017
GCL,KAD17-029,203.72,211.9,,,,,,,FOL,HIGH,2,40,,,,,,0,Blackwell,6/17/2017
GCL,KAD17-029,222,224.13,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,6/17/2017
GCL,KAD17-029,231.57,239.95,,,,,,,FOL,HIGH,4,55,,,,,,0,Blackwell,6/18/2017
GCL,KAD17-029,239.95,268,HIGH,LAM,THIN,UP,60,PLL,FOL,HIGH,4,40,,,,,Uphole facing is not definative - based on subtle grading at 258m.,0,Blackwell,6/18/2017
GCL,KAD17-029,268,273.14,,,,,,,FOL,HIGH,4,35,,,,,,0,Blackwell,6/18/2017
GCL,KAD17-029,273.14,297.39,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,6/19/2017
GCL,KAD17-029,297.39,306.35,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,6/19/2017
GCL,KAD17-029,306.35,310.15,,,,,,,FOL,HIGH,3,55,,,,,,0,Blackwell,6/19/2017
GCL,KAD17-029,310.15,312.57,,,,,,,FOL,HIGH,2,60,,,,,,0,Blackwell,6/19/2017
GCL,KAD17-029,312.57,342,,,,,,,FOL,HIGH,4,40,,,,,,0,Blackwell,6/20/2017
GCL,KAD17-029,342,361.71,,,,,,,FOL,HIGH,4,40,,,,,,0,Blackwell,6/20/2017
GCL,KAD17-029,361.71,365.13,HIGH,GRD,MED,,50,PLL,FOL,HIGH,4,50,,,,,,0,Blackwell,6/20/2017
GCL,KAD17-029,365.13,367.7,,,,,,,FOL,HIGH,4,50,,,,,,0,Blackwell,6/20/2017
GCL,KAD17-029,367.7,429,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,6/20/2017
GCL,KAD17-030,4.15,10.24,HIGH,DIF,THIN,,45,PLL,FOL,HIGH,3,45,,,,,,0,Stubley,6/16/2017
GCL,KAD17-030,10.24,52.27,,,,,,,FOL,HIGH,2,60,,,,,,0,Stubley,6/16/2017
GCL,KAD17-030,52.27,61.3,,,,,,,FOL,HIGH,4,,,,,,,0,Stubley,6/16/2017
GCL,KAD17-030,61.3,64.15,,,,,,,FLT,HIGH,4,50,,,,,,0,Stubley,6/16/2017
GCL,KAD17-030,64.15,77,,,,,,,FOL,HIGH,4,35,,,,,,0,Stubley,6/16/2017
GCL,KAD17-030,77,81,,,,,,,FOL,HIGH,3,60,,,,,,0,Stubley,6/16/2017
GCL,KAD17-030,81,82,,,,,,,FOL,HIGH,1,60,,,,,,0,Stubley,6/16/2017
GCL,KAD17-030,82,99.28,,,,,,,FOL,HIGH,3,50,,,,,,0,Stubley,6/16/2017
GCL,KAD17-030,99.28,111.2,,,,,,,OTH,,,,,,,,,0,Stubley,6/17/2017
GCL,KAD17-030,111.2,142.8,,,,,,,FOL,HIGH,3,60,FOL,MOD,3,40,,0,Stubley,6/17/2017
GCL,KAD17-030,142.8,154.84,HIGH,LAM,THIN,,50,PLL,FOL,HIGH,3,50,,,,,,0,Stubley,6/17/2017
GCL,KAD17-030,154.84,159.4,,,,,,,FLT,HIGH,5,20,,,,,,0,Stubley,6/17/2017
GCL,KAD17-030,159.4,177.09,,,,,,,FOL,HIGH,2,50,,,,,,0,Stubley,6/18/2017
GCL,KAD17-030,177.09,198.4,,,,,,,FOL,HIGH,4,50,,,,,,0,Stubley,6/18/2017
GCL,KAD17-030,198.4,225.4,MOD,LAM,THIN,,50,PLL,FOL,HIGH,2,50,,,,,,0,Stubley,6/18/2017
GCL,KAD17-030,225.4,226.4,HIGH,LAM,THIN,,50,PLL,,,,,,,,,,0,Stubley,6/18/2017
GCL,KAD17-030,226.4,233,,,,,,,FOL,HIGH,2,40,,,,,,0,Stubley,6/18/2017
GCL,KAD17-030,233,271.95,,,,,,,FOL,HIGH,2,50,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,271.95,273.25,,,,,,,FOL,HIGH,0,,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,273.25,274.35,,,,,,,FOL,HIGH,4,50,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,274.35,274.73,,,,,,,FOL,HIGH,0,,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,274.73,275.52,,,,,,,FOL,HIGH,4,50,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,275.52,276.62,,,,,,,FOL,HIGH,0,,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,276.62,283.05,,,,,,,FOL,HIGH,4,50,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,283.05,284,,,,,,,FOL,HIGH,0,,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,284,290.94,,,,,,,FOL,HIGH,5,50,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,290.94,293.1,,,,,,,FOL,HIGH,0,,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,293.1,297.66,,,,,,,FOL,HIGH,4,50,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,297.66,306.67,,,,,,,FOL,HIGH,4,50,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,306.67,314.5,LOW,LAM,THIN,,60,PLL,FOL,HIGH,5,60,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,314.5,315.5,LOW,GRD,THIN,DOWN,60,PLL,,,,,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,315.5,324.2,LOW,LAM,THIN,,50,PLL,,,,,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,324.2,326.3,,,,,,,FOL,HIGH,2,40,,,,,,0,Stubley,6/19/2017
GCL,KAD17-030,326.3,337.22,,,,,,,FOL,HIGH,4,20,,,,,,0,Stubley,6/20/2017
GCL,KAD17-030,337.22,343.25,,,,,,,FLT,HIGH,5,40,,,,,,0,Stubley,6/20/2017
GCL,KAD17-030,343.25,363.6,,,,,,,FOL,HIGH,4,60,,,,,,0,Stubley,6/20/2017
GCL,KAD17-030,363.6,366.5,,,,,,,FOL,HIGH,3,60,,,,,,0,Stubley,6/20/2017
GCL,KAD17-030,366.5,375,HIGH,GRD,THCK,UP,60,PLL,,,,,,,,,,0,Stubley,6/20/2017
GCL,KAD17-030,375,379,,,,,,,FOL,HIGH,3,60,,,,,,0,Stubley,6/20/2017
GCL,KAD17-030,379,414,,,,,,,FOL,HIGH,2,60,,,,,,0,Stubley,6/20/2017
GCL,KAD17-031,8.2,11.75,,,,,,,FOL,HIGH,5,30,,,,,Strong sericite alteratin and contorted folded foliation,0,Blackwell,6/21/2017
GCL,KAD17-031,11.75,15.82,HIGH,GRD,MED,DOWN,50,PLL,FOL,HIGH,3,50,,,,,Possible downhole grading of beds,0,Blackwell,6/21/2017
GCL,KAD17-031,15.82,26.21,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,6/21/2017
GCL,KAD17-031,26.21,28.42,,,,,,,FOL,HIGH,4,60,,,,,,0,Blackwell,6/21/2017
GCL,KAD17-031,28.42,33.12,,,,,,,FOL,HIGH,2,40,,,,,,0,Blackwell,6/22/2017
GCL,KAD17-031,33.12,38.2,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,6/22/2017
GCL,KAD17-031,38.2,48.9,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,6/22/2017
GCL,KAD17-031,48.9,69.36,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,6/22/2017
GCL,KAD17-031,69.36,83.88,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,6/22/2017
GCL,KAD17-031,83.88,103.84,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,6/22/2017
GCL,KAD17-031,103.84,117.16,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,6/22/2017
GCL,KAD17-031,117.16,126.45,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,6/23/2017
GCL,KAD17-031,126.45,131.2,,,,,,,FLT,HIGH,4,60,,,,,,0,Blackwell,6/23/2017
GCL,KAD17-031,131.2,140.33,,,,,,,FOL,HIGH,3,55,,,,,,0,Blackwell,6/23/2017
GCL,KAD17-031,140.33,146.19,,,,,,,FOL,HIGH,2,60,,,,,,0,Blackwell,6/23/2017
GCL,KAD17-031,146.19,170.79,,,,,,,FOL,HIGH,3,40,,,,,,0,Blackwell,6/23/2017
GCL,KAD17-031,170.79,172.57,,,,,,,VN,HIGH,4,50,,,,,,0,Blackwell,6/23/2017
GCL,KAD17-031,172.57,179.55,MOD,GRD,THIN,UP,50,PLL,FOL,HIGH,3,50,,,,,,0,Blackwell,6/23/2017
GCL,KAD17-031,179.55,188.49,,,,,,,FOL,MOD,3,50,,,,,,0,Blackwell,6/23/2017
GCL,KAD17-031,188.49,192.67,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,6/23/2017
GCL,KAD17-031,192.67,218.36,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,6/24/2017
GCL,KAD17-031,218.36,220.86,,,,,,,FLT,HIGH,4,70,,,,,,0,Blackwell,6/24/2017
GCL,KAD17-031,220.86,233.16,,,,,,,FOL,HIGH,4,50,,,,,,0,Blackwell,6/24/2017
GCL,KAD17-031,233.16,237.66,,,,,,,FOL,HIGH,4,60,,,,,,0,Blackwell,6/24/2017
GCL,KAD17-031,237.66,244.49,,,,,,,FOL,HIGH,4,30,FLT,MOD,3,40,,0,Blackwell,6/24/2017
GCL,KAD17-031,244.49,252.47,,,,,,,FOL,HIGH,5,45,,,,,,0,Blackwell,6/24/2017
GCL,KAD17-031,252.47,254.65,,,,,,,FOL,HIGH,0,,,,,,,0,Blackwell,6/24/2017
GCL,KAD17-031,254.65,267.51,,,,,,,FOL,HIGH,4,45,,,,,,0,Blackwell,6/24/2017
GCL,KAD17-031,267.51,268.95,HIGH,GRD,THIN,UP,55,PLL,FOL,HIGH,2,55,,,,,"Possible, not confident, uphole bedding",0,Blackwell,6/24/2017
GCL,KAD17-031,268.95,282,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,6/24/2017
GCL,KAD17-032,5,15.63,HIGH,GRD,THIN,UP,45,PLL,,,,,,,,,,0,Stubley,6/21/2017
GCL,KAD17-032,15.63,20.2,,,,,,,FOL,HIGH,4,40,,,,,,0,Stubley,6/21/2017
GCL,KAD17-032,20.2,30.47,,,,,,,FOL,HIGH,0,,,,,,,0,Stubley,6/22/2017
GCL,KAD17-032,30.47,38,,,,,,,FOL,HIGH,3,40,,,,,,0,Stubley,6/22/2017
GCL,KAD17-032,38,38.6,,,,,,,FLT,HIGH,5,45,,,,,,0,Stubley,6/22/2017
GCL,KAD17-032,38.6,45.5,,,,,,,FOL,HIGH,3,55,,,,,,0,Stubley,6/22/2017
GCL,KAD17-032,45.5,117.24,,,,,,,FOL,HIGH,3,45,,,,,,0,Stubley,6/23/2017
GCL,KAD17-032,121.58,127.9,,,,,,,FOL,HIGH,4,60,,,,,,0,Tupper,6/23/2017
GCL,KAD17-032,127.9,131.56,,,,,,,FOL,HIGH,2,50,,,,,,0,Tupper,6/23/2017
GCL,KAD17-032,131.56,139.96,,,,,,,FOL,HIGH,2,50,,,,,,0,Tupper,6/23/2017
GCL,KAD17-032,140.34,142.95,,,,,,,FOL,MOD,1,60,,,,,,0,Tupper,6/23/2017
GCL,KAD17-032,142.95,150.65,,,,,,,FOL,MOD,3,55,,,,,,0,Tupper,6/23/2017
GCL,KAD17-032,150.65,155.8,,,,,,,FOL,MOD,2,55,,,,,,0,Tupper,6/23/2017
GCL,KAD17-032,155.8,159,,,,,,,FOL,MOD,3,55,,,,,,0,Tupper,6/23/2017
GCL,KAD17-032,159,160.78,,,,,,,FOL,LOW,1,70,,,,,undifferentiable from vein fabric,0,Tupper,6/23/2017
GCL,KAD17-032,160.78,196.45,,,,,,,FOL,LOW,2,60,,,,,general foliation TCA 55-65,0,Tupper,6/24/2017
